Date,Quality,Benchmarks,Quality_Cumulative_Relative,trend_t1,trend_tval,trend_bin
2009-05-01,0.0762,0.086380353,0.07060048177346068,2009-07-01,2.350592410827104,1.0
2009-06-01,-0.0006,-0.013360723,0.08426211796503824,2009-11-01,-2.6568546551811125,0.0
2009-07-01,0.0918,0.089891044,0.08633192664070033,2009-11-01,-1.604172273105625,0.0
2009-08-01,0.0163,0.040906082,0.059601554174561144,2010-02-01,3.9324262534638272,1.0
2009-09-01,0.0092,0.003903593,0.06521363526330215,2010-02-01,3.1656709966165186,1.0
2009-10-01,0.0413,0.044400815,0.06191060484487321,2010-02-01,5.753602321509127,1.0
2009-11-01,0.0041,0.00455187,0.06143075929986197,2010-02-01,10.877223215193824,1.0
2009-12-01,0.0437,0.038575102,0.06687048367533643,2010-02-01,4.918260124803842,1.0
2010-01-01,-0.0181,-0.026193841,0.07550556373779771,2010-11-01,2.409602079326858,1.0
2010-02-01,0.0139,0.01005332,0.07964268947971664,2010-11-01,2.8294528983867795,1.0
2010-03-01,0.0494,0.06915313,0.058316367080874176,2010-09-01,6.767384031177789,1.0
2010-04-01,0.0057,0.005787804,0.058223442670578995,2010-07-01,8.678356777362737,1.0
2010-05-01,-0.0403,-0.044355415,0.06251497789333693,2010-07-01,12.810838773062882,1.0
2010-06-01,-0.0261,-0.032795175,0.06962870161045398,2010-08-01,6.072968000687524,1.0
2010-07-01,0.0925,0.083769836,0.0789667355946202,2011-02-01,-2.2010815667275963,0.0
2010-08-01,-0.0146,-0.030161084,0.09575662760041381,2011-02-01,-8.339155648170488,0.0
2010-09-01,0.0841,0.087730995,0.09177794076437995,2011-02-01,-6.085814761942111,0.0
2010-10-01,0.0178,0.02354108,0.08550995626421654,2011-02-01,-4.206917934114224,0.0
2010-11-01,-0.0061,-0.007345504,0.0868619632567833,2011-02-01,-5.780929632902768,0.0
2010-12-01,0.0605,0.064242562,0.08279431497385303,2011-10-01,9.423373751048985,1.0
2011-01-01,-0.0424,-0.032857663,0.07246192671868834,2011-11-01,18.759803389819158,1.0
2011-02-01,0.0179,0.020064775,0.0701402879512758,2011-12-01,22.184241706781496,1.0
2011-03-01,0.0356,0.017664631,0.0893336488974481,2011-12-01,18.431644263639587,1.0
2011-04-01,0.029,0.025927531,0.09268059276434237,2011-12-01,20.7822118605274,1.0
2011-05-01,-0.0076,-0.00795318,0.09306650569609487,2011-07-01,49.27744818964116,1.0
2011-06-01,-0.0046,-0.015293452,0.10475515990756379,2011-09-01,19.26669930231354,1.0
2011-07-01,-0.0034,-0.014751181,0.11729543568835843,2011-12-01,12.720937948368997,1.0
2011-08-01,0.0127,0.004848051,0.1260683824673161,2011-12-01,8.252737297770452,1.0
2011-09-01,-0.0215,-0.03315834,0.13919647053337014,2011-12-01,4.658602386195005,1.0
2011-10-01,0.0773,0.076604567,0.13998870535246244,2011-12-01,15.512313491613597,1.0
2011-11-01,0.0305,0.019553271,0.15246785277301678,2012-09-01,5.589467323114345,1.0
2011-12-01,-0.0051,-0.013752994,0.16244015018825464,2012-10-01,6.543871272917265,1.0
2012-01-01,0.0282,0.045276719,0.14258948638917213,2012-11-01,9.828150901733812,1.0
2012-02-01,0.029,0.028063397,0.14365963912989277,2012-12-01,8.703502012791018,1.0
2012-03-01,0.0137,0.00023188,0.1590625843888509,2012-12-01,6.9744126195609955,1.0
2012-04-01,0.0359,0.027209508,0.16913540850598152,2012-08-01,5.653047504041711,1.0
2012-05-01,-0.0351,-0.031115735,0.16447726321761036,2012-07-01,43.69577605159025,1.0
2012-06-01,0.0437,0.022163669,0.18955583100023898,2012-08-01,6.65060693966428,1.0
2012-07-01,0.0514,0.031925336,0.21272203111820942,2012-12-01,1.9837055015892446,1.0
2012-08-01,0.0383,0.02709145,0.22631488664009947,2013-06-01,1.2151716348230457,1.0
2012-09-01,0.0018,0.011975871,0.2138360645482702,2012-12-01,4.698371132016366,1.0
2012-10-01,0.036,0.03285995,0.21764757048275496,2012-12-01,2.277749301146545,1.0
2012-11-01,0.0316,0.021379305,0.23009277491815028,2013-02-01,-2.4933240020888094,0.0
2012-12-01,0.0447,0.043323126,0.23178645767752282,2013-02-01,-1.6325030076693954,0.0
2013-01-01,-0.0048,0.015064693,0.20731739785420134,2013-06-01,2.9043870245185173,1.0
2013-02-01,-0.0105,-0.011099653,0.20804136935377682,2013-04-01,3.114668970877557,1.0
2013-03-01,0.0186,0.012205078,0.2157666996835672,2014-01-01,-4.0821705255721925,0.0
2013-04-01,0.0055,-0.016774731,0.2428475758777764,2014-02-01,-6.387217658225044,0.0
2013-05-01,0.0493,0.067006837,0.22084067643586347,2014-02-01,-5.336440536068824,0.0
2013-06-01,-0.0156,-0.039943587,0.25056031765581865,2013-08-01,-6.648270696174643,0.0
2013-07-01,0.0041,0.03261399,0.21490185326378386,2014-02-01,-4.161036373485178,0.0
2013-08-01,0.0031,0.020318371,0.19398322242570054,2013-10-01,4.670677993656459,1.0
2013-09-01,0.0604,0.055695466,0.19960035709103185,2014-02-01,-4.19991141072921,0.0
2013-10-01,0.0435,0.041350895,0.20217842421645793,2013-12-01,-12.737896501087778,0.0
2013-11-01,-0.0215,-0.016041785,0.19561667590872323,2014-02-01,-4.967497010095833,0.0
2013-12-01,0.0308,0.034974304,0.19062580843601085,2014-02-01,-3.880789441385749,0.0
2014-01-01,-0.0643,-0.033369154,0.15379874491165113,2014-11-01,5.001171550519258,1.0
2014-02-01,0.0368,0.049019064,0.13970040420445606,2014-12-01,5.249771519714719,1.0
2014-03-01,0.0595,0.033481222,0.16935401600796207,2015-01-01,5.327193752140446,1.0
2014-04-01,0.0169,0.016294732,0.17006178857452303,2015-01-01,5.275694732974248,1.0
2014-05-01,0.0219,0.021998123,0.16994697860164276,2015-01-01,5.178496207980902,1.0
2014-06-01,0.0281,0.027232913,0.17096142441747753,2015-01-01,4.777199001281933,1.0
2014-07-01,0.0067,0.013640607,0.1628342413584356,2014-10-01,6.238421416837707,1.0
2014-08-01,0.0138,0.00605191,0.17184398571556248,2014-10-01,3.0049022787969726,1.0
2014-09-01,-0.0051,-0.024250735,0.19428565934734499,2015-07-01,2.404028132450679,1.0
2014-10-01,0.0333,0.028250764,0.20031588949280543,2015-08-01,2.7809195027484677,1.0
2014-11-01,0.0001,0.006165908,0.19303488373620392,2015-01-01,7.606850264572838,1.0
2014-12-01,0.0071,0.002758579,0.19821435043418867,2015-10-01,4.562459910598704,1.0
2015-01-01,0.0465,0.039628473,0.20644791269498453,2015-11-01,5.620987449576279,1.0
2015-02-01,0.0169,0.025679226,0.19585623381220696,2015-12-01,9.024289906782487,1.0
2015-03-01,0.0003,0.000765354,0.19529973733037753,2016-01-01,11.203978658650065,1.0
2015-04-01,0.0409,0.044055988,0.19152738570295957,2016-01-01,10.223028252369033,1.0
2015-05-01,-0.0422,-0.048626448,0.19918467448775568,2016-03-01,8.315044178658908,1.0
2015-06-01,0.0234,0.005152492,0.22106680642894827,2016-03-01,6.819066605613895,1.0
2015-07-01,0.0094,0.000640291,0.23176299632282515,2016-03-01,5.629919840070554,1.0
2015-08-01,-0.0407,-0.031118236,0.21996053398812698,2015-12-01,10.445730611528278,1.0
2015-09-01,-0.0001,-0.010689689,0.23287953663533512,2015-12-01,6.614775143856688,1.0
2015-10-01,0.073,0.068966206,0.23785271871293734,2015-12-01,6.676561556899168,1.0
2015-11-01,-0.0146,-0.030826752,0.2579390477920178,2016-01-01,1.9196636797304563,1.0
2015-12-01,-0.0198,-0.029189446,0.26975039855255223,2016-10-01,-3.0484712240425798,0.0
2016-01-01,-0.0194,-0.019877911,0.2703572262352747,2016-11-01,-3.6941767230640905,0.0
2016-02-01,0.0005,0.005470786,0.26404255232010554,2016-12-01,-4.56453720963294,0.0
2016-03-01,0.0868,0.081745211,0.2704320207091051,2017-01-01,-5.995769409745003,0.0
2016-04-01,-0.0019,0.016898123,0.24655028332067674,2017-02-01,-6.4025676953112365,0.0
2016-05-01,0.0224,0.002731569,0.2710679715561999,2017-01-01,-10.92785205842162,0.0
2016-06-01,-0.0116,-0.011701866,0.27119745016619046,2017-01-01,-11.39885977010028,0.0
2016-07-01,0.0197,0.022779229,0.2672831421129127,2016-09-01,-160.92816104311694,0.0
2016-08-01,-0.0303,-0.0158,0.2489075365522755,2017-01-01,-6.356544626003975,0.0
2016-09-01,-0.0225,-0.0081,0.23092326802592278,2017-01-01,-4.021915292772191,0.0
2016-10-01,-0.0273,-0.0258,0.22907688312388386,2017-03-01,-2.5699166749446474,0.0
2016-11-01,-0.0455,-0.0165,0.19343365351329123,2017-04-01,-1.9869435860654696,0.0
2016-12-01,0.0258,0.0236,0.19605920755102035,2017-03-01,-1.511331145067238,0.0
2017-01-01,0.0137,0.0229,0.18505546284155105,2017-06-01,2.713985987331887,1.0
2017-02-01,-0.0101,-0.0146,0.1903882124243379,2017-06-01,2.283787070014869,1.0
2017-03-01,0.0102,0.0159,0.1836029996135191,2017-06-01,3.72901133458803,1.0
2017-04-01,0.0379,0.0351,0.1869170880124369,2017-11-01,-3.187363626819116,0.0
2017-05-01,0.0077,-0.0075,0.20495822775022599,2017-11-01,-6.743581972428676,0.0
2017-06-01,-0.0342,-0.035,0.2059221943324261,2017-10-01,-6.86633164688687,0.0
2017-07-01,0.0412,0.0529,0.19181290465873668,2017-10-01,-4.062175257794549,0.0
2017-08-01,0.0265,0.0261,0.19228962982060005,2017-10-01,-9.103068245458926,0.0
2017-09-01,-0.0342,-0.019,0.17416682744732692,2018-04-01,4.316193406250438,1.0
2017-10-01,0.0382,0.0487,0.16183807575913,2018-03-01,3.911510447040694,1.0
2017-11-01,0.0289,0.0244,0.16706634710004598,2018-04-01,2.441404589570217,1.0
2017-12-01,0.053,0.0082,0.21935091945012797,2018-09-01,-3.228879136042918,0.0
2018-01-01,-0.0166,-0.0041,0.20410903295700145,2018-03-01,13.707119643049436,1.0
2018-02-01,0.0045,-0.0079,0.21903998496566812,2018-09-01,-4.086313620961567,0.0
2018-03-01,-0.0288,-0.0383,0.23062086482284205,2018-06-01,-6.766421629746145,0.0
2018-04-01,0.0357,0.0409,0.2242216363257632,2018-06-01,-7.983908934394934,0.0
2018-05-01,-0.0739,-0.0535,0.1992475149447177,2019-03-01,-1.905285858464001,0.0
2018-06-01,-0.0066,0.0068,0.18317759824445856,2018-11-01,3.076683297311513,1.0
2018-07-01,0.0207,0.0145,0.19051329935357408,2019-05-01,-3.2573945339804395,0.0
2018-08-01,0.0094,0.0122,0.18717986211538395,2019-06-01,-4.229394783587562,0.0
2018-09-01,-0.0424,-0.0419,0.18658627218432633,2018-11-01,23.028784301472,1.0
2018-10-01,-0.032,-0.0456,0.20272384548603317,2019-08-01,-8.4105536000328,0.0
2018-11-01,-0.001,-0.0166,0.2214863374756153,2019-02-01,-11.91281096194109,0.0
2018-12-01,0.0101,0.0263,0.20169825880851033,2019-08-01,-6.299173736372671,0.0
2019-01-01,-0.0009,0.0277,0.16732968860658692,2019-11-01,-5.970618853419584,0.0
2019-02-01,-0.0038,0.0124,0.14841894765116015,2019-04-01,-33.92956687852945,0.0
2019-03-01,-0.0034,-0.0013,0.14600726786109264,2020-01-01,-6.308872150229115,0.0
2019-04-01,0.0481,0.05,0.14382985405215654,2020-01-01,-5.326953836877226,0.0
2019-05-01,-0.0421,-0.0475,0.1500065352640383,2019-08-01,-14.40665359112619,0.0
2019-06-01,0.012,0.0286,0.13091642677865534,2019-08-01,-6.5757743825373876,0.0
2019-07-01,-0.0414,-0.0313,0.11949417086819092,2020-01-01,-1.9932975152615557,0.0
2019-08-01,-0.0445,-0.027,0.09990302287799757,2020-01-01,-1.3402513992080742,0.0
2019-09-01,0.0295,0.0082,0.12333095726529897,2020-01-01,-4.513069651061493,0.0
2019-10-01,0.0224,0.0363,0.10771665695931132,2020-08-01,-3.0982194849678697,0.0
2019-11-01,-0.0099,-0.0146,0.11292292524702008,2020-01-01,-4.334402424056784,0.0
2019-12-01,0.0165,0.0312,0.0965629582458889,2020-09-01,-3.0197208902827355,0.0
2020-01-01,-0.0321,-0.0257,0.08954495531311535,2020-08-01,-3.2780362931388813,0.0
2020-02-01,-0.0781,-0.0957,0.10872094652662634,2020-08-01,-4.497825675418776,0.0
2020-03-01,-0.1034,-0.1623,0.17402461027704463,2020-08-01,-6.19216860081654,0.0
2020-04-01,0.0634,0.1429,0.08068965376001946,2020-08-01,-5.922721607040045,0.0
2020-05-01,-0.0029,-0.0041,0.08198648134453168,2020-07-01,-9.099677109687661,0.0
2020-06-01,0.0255,0.0707,0.0330806923877589,2020-08-01,-3.1784190204888847,0.0
2020-07-01,-0.0022,0.03,-0.0001845059071269306,2020-11-01,4.487609314290402,1.0
2020-08-01,-0.0174,-0.0076,-0.009982697749237102,2020-11-01,4.186366768211001,1.0
2020-09-01,0.0352,-0.0127,0.037439131028574435,2020-11-01,9.668588789079369,1.0
2020-10-01,-0.026,-0.0425,0.054556876690545764,2021-04-01,-4.721249466400518,0.0
2020-11-01,0.1157,0.1044,0.0664733693971491,2021-04-01,-5.25574642949153,0.0
2020-12-01,0.0463,0.0542,0.05804822977891155,2021-02-01,-5.056699497186935,0.0
2021-01-01,0.0113,0.0299,0.03836853270502383,2021-04-01,-1.6997343282447142,0.0
2021-02-01,0.0152,0.0539,-0.0018163295106605748,2021-09-01,4.689511070637763,1.0
2021-03-01,0.0422,0.0365,0.0038733174111287294,2021-08-01,3.8139212374249416,1.0
2021-04-01,0.0026,0.0084,-0.0019491478298558906,2021-06-01,127.05025090335126,1.0
2021-05-01,0.0479,0.0298,0.016115572594423755,2021-08-01,1.6836814047490476,1.0
2021-06-01,-0.0127,-0.03,0.03369437200030734,2022-02-01,-2.2862317630019624,0.0
2021-07-01,0.0139,0.0258,0.021393408973503725,2022-02-01,-1.9288414476580182,0.0
2021-08-01,0.0485,0.0206,0.049890285083864505,2021-11-01,-20.220371386409642,0.0
2021-09-01,-0.0279,-0.0147,0.0360317333207576,2021-11-01,-14.10415465045676,0.0
2021-10-01,0.0072,0.0269,0.015621908174338728,2022-08-01,6.845373831881063,1.0
2021-11-01,-0.0065,0.0092,-0.0003233557839984469,2022-09-01,9.34012146105132,1.0
2021-12-01,0.0654,0.0485,0.01657117950325193,2022-02-01,-25.37359563327235,0.0
2022-01-01,0.0212,0.0244,0.013318151728841654,2022-08-01,7.35949720755918,1.0
2022-02-01,0.023,0.0258,0.0104808609040008,2022-06-01,5.798803097534836,1.0
2022-03-01,0.0325,0.0153,0.027861131711549803,2022-09-01,4.906934196322455,1.0
2022-04-01,-0.0334,-0.039,0.03361715404913457,2022-10-01,3.370626993325476,1.0
2022-05-01,0.0078,0.0056,0.03589111178804272,2023-03-01,-4.487699373488194,0.0
2022-06-01,-0.0642,-0.0755,0.047596681351247616,2023-04-01,-7.36779201387792,0.0
2022-07-01,0.0216,0.0276,0.04131110126314019,2023-05-01,-10.014362249593265,0.0
2022-08-01,-0.005,-0.0166,0.0533903100377926,2023-05-01,-16.86191272595522,0.0
2022-09-01,-0.0373,-0.0337,0.049598104921656505,2023-05-01,-17.257508810411757,0.0
2022-10-01,0.0538,0.0535,0.04991298435313296,2023-05-01,-14.74311363388844,0.0
2022-11-01,0.0777,0.0966,0.030069628948858673,2023-05-01,-13.159583932713115,0.0
2022-12-01,-0.0388,-0.0285,0.019459911770685512,2023-05-01,-9.47867853008368,0.0
2023-01-01,0.0466,0.0697,-0.0040896121912172845,2023-05-01,-8.606600462403355,0.0
2023-02-01,-0.0247,-0.0227,-0.006081432966834832,2023-05-01,-11.52415563390424,0.0
2023-03-01,-0.0349,-0.0208,-0.020095684762002408,2023-05-01,-5.572974040624573,0.0
2023-04-01,0.025,0.0321,-0.027053005400192176,2023-11-01,5.800874468935609,1.0
2023-05-01,-0.0716,-0.058,-0.040285084526749504,2023-11-01,8.217816241576665,1.0
2023-06-01,0.0563,0.0385,-0.02320215903132561,2023-10-01,8.585101428574118,1.0
2023-07-01,0.046,0.0411,-0.018415849610579182,2023-11-01,6.268168409435667,1.0
2023-08-01,-0.0466,-0.0477,-0.01733610704515076,2023-11-01,7.225356906384669,1.0
2023-09-01,-0.0219,-0.0297,-0.009671328680102897,2024-05-01,-3.7860381600932986,0.0
2023-10-01,-0.0254,-0.0292,-0.0059080797290872455,2024-05-01,-4.749358600826025,0.0
2023-11-01,0.0947,0.0833,0.00542456816200132,2024-04-01,-8.750328650325397,0.0
2023-12-01,0.0182,0.0283,-0.004730219976434857,2024-04-01,-5.6214378477655105,0.0
2024-01-01,-0.0312,-0.0285,-0.0074174483824984705,2024-11-01,4.7315516749561395,1.0
2024-02-01,-0.0413,-0.0228,-0.025780225587422212,2024-11-01,7.586636211681041,1.0
2024-03-01,0.0256,0.0277,-0.027826087113688613,2024-11-01,7.785688771017983,1.0
2024-04-01,0.0223,0.0286,-0.0339507827648724,2024-11-01,6.768196630069804,1.0
2024-05-01,0.0151,0.0094,-0.02844430222663219,2024-11-01,4.942085920634763,1.0
2024-06-01,0.0747,0.0416,0.003714191369666109,2024-08-01,38.95732075142851,1.0
2024-07-01,0.0444,0.041,0.007126819620323133,2024-11-01,6.707211461011656,1.0
2024-08-01,0.0158,0.0127,0.010248912761146256,,,
2024-09-01,0.0504,0.0387,0.02206882504045171,,,
2024-10-01,-0.0061,-0.0086,0.024623997103052853,,,
2024-11-01,-0.0056,-0.0093,0.02841510589233409,,,
2024-12-01,-0.0211,-0.003,0.009800792475682885,,,
2025-01-01,0.0044,0.0256,-0.011606984324801561,,,
2025-02-01,-0.024,-0.0038,-0.03157252324144055,,,
2025-03-01,0.0336,0.0361,-0.03399359193333695,,,
2025-04-01,0.0425,0.0427,-0.03418679321495022,,,
2025-05-01,0.0274,0.0304,-0.037084232835305375,,,
